# BASE	VAL1
# colour	250:0:0
24598	-8.66
24601	-9.84
24604	-10.86
24607	-6.59
24610	-6.59
24613	-5.86
24616	-5.86
24619	-5.86
24622	-5.86
24625	-5.86
24628	-4.72
24631	-3.85
24634	-3.10
24637	-2.12
24640	-2.95
24643	-2.95
24646	-2.95
24649	-2.95
24652	-2.51
24655	-3.13
24658	-5.43
24661	-6.76
24664	-7.63
24667	-7.63
24670	-7.63
24673	-7.55
24676	-7.55
24679	-7.55
24682	-7.55
24685	-3.87
24688	-3.62
24691	-3.62
24694	-4.88
24697	-2.32
24700	-2.64
24703	-1.53
24706	-1.52
24709	-2.44
24712	-2.12
24715	-1.74
24718	-1.74
24721	-1.74
24724	-1.74
24727	-2.86
24730	-3.20
24733	-3.20
24736	-3.20
24739	-9.59
24742	-9.59
24745	-9.59
24748	-9.59
24751	-9.64
24754	-10.18
24757	-9.52
24760	-7.40
24763	-9.48
24766	-9.43
24769	-8.11
24772	-8.47
24775	-7.71
24778	-10.90
24781	-11.36
24784	-11.80
24787	-11.36
24790	-12.65
24793	-12.65
24796	-12.65
24799	-10.71
24802	-6.85
24805	-7.31
24808	-4.80
24811	-5.23
24814	-5.23
24817	-5.23
24820	-5.23
24823	-5.39
24826	-10.52
24829	-10.52
24832	-4.40
24835	-4.23
24838	-3.88
24841	-3.45
24844	-3.28
24847	-1.77
24850	-1.77
24853	-2.43
24856	-6.12
24859	-4.16
24862	-4.16
24865	-7.41
24868	-7.02
24871	-7.02
24874	-7.02
24877	-7.19
24880	-8.98
24883	-9.04
24886	-8.98
24889	-9.14
24892	-9.04
24895	-9.03
24898	-7.21
24901	-7.16
24904	-9.26
24907	-7.16
24910	-7.02
24913	-2.30
24916	-4.60
24919	-3.90
24922	-3.90
24925	-3.90
24928	-3.90
24931	-7.28
24934	-7.28
24937	-7.28
24940	-7.28
24943	-4.02
24946	-4.23
24949	-4.23
24952	-4.23
24955	-6.21
24958	-6.21
24961	-6.14
24964	-6.45
24967	-6.45
24970	-3.05
24973	-2.94
24976	-2.73
24979	-2.73
24982	-2.73
24985	-2.73
24988	-2.73
24991	-2.73
24994	-2.96
24997	-1.30
25000	-1.98
25003	-5.77
25006	-5.99
25009	-6.72
25012	-4.50
25015	-5.54
25018	-6.24
25021	-6.24
25024	-5.89
25027	-3.26
25030	-9.74
25033	-9.74
25036	-5.28
25039	-5.28
25042	-8.96
25045	-9.34
25048	-9.48
25051	-8.27
25054	-7.80
25057	-8.00
25060	-8.00
25063	-3.77
25066	-3.09
25069	-5.73
25072	-6.15
25075	-6.19
25078	-6.90
25081	-6.90
25084	-6.90
25087	-6.90
25090	-6.90
25093	-6.90
25096	-7.18
25099	-8.11
25102	-3.94
25105	-3.94
25108	-3.94
25111	-7.15
25114	-7.15
25117	-7.15
25120	-7.15
25123	-7.15
25126	-5.43
25129	-5.43
25132	-6.66
25135	-6.18
25138	-6.18
25141	-6.18
25144	-3.79
25147	-3.79
25150	-3.79
25153	-8.13
25156	-8.41
25159	-7.76
25162	-6.21
25165	-6.21
25168	-7.11
25171	-8.37
25174	-7.12
25177	-6.83
25180	-7.37
25183	-8.39
25186	-9.23
25189	-6.38
25192	-8.46
25195	-5.84
25198	-6.23
25201	-7.09
25204	-7.09
25207	-7.13
25210	-7.98
25213	-7.98
25216	-6.80
25219	-3.52
25222	-3.52
25225	-5.34
25228	-6.15
25231	-2.82
25234	-1.39
25237	-4.39
25240	-1.33
25243	-5.56
25246	-6.49
25249	-7.87
25252	-8.37
25255	-8.37
25258	-8.37
25261	-8.37
25264	-8.37
25267	-8.37
25270	-8.22
25273	-4.68
25276	-4.82
25279	-5.14
25282	-6.64
25285	-5.14
25288	-7.34
25291	-6.54
25294	-5.69
25297	-2.11
25300	-1.19
25303	-1.19
25306	-1.19
25309	-1.19
25312	-1.19
25315	-1.19
25318	-2.14
25321	-2.14
25324	-2.14
25327	-3.84
25330	-5.71
25333	-7.06
25336	-9.17
25339	-9.00
25342	-8.99
25345	-7.13
25348	-7.13
25351	-7.13
25354	-7.13
25357	-3.34
25360	-3.34
25363	-3.47
25366	-6.72
25369	-7.15
25372	-3.13
25375	-3.13
25378	-3.13
25381	-7.56
25384	-2.54
25387	-0.00
25390	-0.00
25393	-0.00
25396	-0.35
25399	-1.23
25402	-1.33
25405	-1.33
25408	-1.33
25411	-1.33
25414	-1.10
25417	-1.10
25420	-1.10
25423	-2.73
25426	-2.73
25429	-2.73
25432	-2.73
25435	-2.73
25438	-8.92
25441	-8.70
25444	-8.51
25447	-3.83
25450	-4.12
25453	-4.86
25456	-5.76
25459	-5.76
25462	-5.76
25465	-7.48
25468	-9.12
25471	-7.48
25474	-8.23
25477	-8.23
25480	-8.23
25483	-6.73
25486	-7.33
25489	-6.89
25492	-5.48
25495	-6.98
25498	-6.98
25501	-6.98
25504	-7.30
25507	-10.28
25510	-10.70
25513	-10.70
25516	-10.51
25519	-9.58
25522	-5.05
25525	-4.38
25528	-5.36
25531	-7.09
25534	-7.09
25537	-1.41
25540	-1.41
25543	-5.77
25546	-5.58
25549	-1.51
25552	-1.51
25555	-1.51
25558	-1.52
25561	-1.52
25564	-1.52
25567	-1.51
25570	-3.05
25573	-6.72
25576	-6.79
25579	-6.79
25582	-6.79
25585	-7.02
25588	-7.39
25591	-7.39
25594	-6.82
25597	-7.07
25600	-8.00
25603	-8.00
25606	-8.00
25609	-6.63
25612	-7.50
25615	-7.33
25618	-7.66
25621	-3.98
25624	-3.98
25627	-6.29
25630	-8.04
25633	-8.53
25636	-11.78
25639	-9.58
25642	-9.38
25645	-9.38
25648	-10.45
25651	-9.38
25654	-9.38
25657	-11.67
25660	-9.13
25663	-9.48
25666	-9.48
25669	-9.48
25672	-9.48
25675	-9.48
25678	-8.63
25681	-8.36
25684	-7.06
25687	-7.06
25690	-7.06
25693	-8.37
25696	-8.37
25699	-8.37
25702	-8.37
25705	-8.26
25708	-8.74
25711	-9.84
25714	-8.41
25717	-8.58
25720	-7.95
25723	-10.81
25726	-9.84
25729	-9.50
25732	-8.50
25735	-8.50
25738	-8.50
25741	-8.50
25744	-10.19
25747	-8.82
25750	-9.77
25753	-11.14
25756	-11.14
25759	-11.14
25762	-11.14
25765	-8.41
25768	-8.41
25771	-8.36
25774	-8.04
25777	-6.81
25780	-6.81
25783	-6.81
25786	-6.15
25789	-6.15
25792	-6.15
25795	-6.15
25798	-2.88
25801	-0.73
25804	-0.63
25807	-2.01
25810	-2.01
25813	-2.01
25816	-6.37
25819	-6.72
25822	-6.72
25825	-7.24
25828	-7.48
25831	-7.29
25834	-6.83
25837	-6.83
25840	-2.76
25843	-4.34
25846	-5.18
25849	-5.18
25852	-5.13
25855	-9.68
25858	-7.07
25861	-7.52
25864	-7.52
25867	-7.93
25870	-6.64
25873	-5.39
25876	-5.20
25879	-5.74
25882	-5.74
25885	-5.74
25888	-5.74
25891	-4.85
25894	-3.41
25897	-3.41
25900	-3.41
25903	-3.28
25906	-2.79
25909	-7.15
25912	-7.15
25915	-7.15
25918	-7.15
25921	-7.15
25924	-7.09
25927	-3.67
25930	-3.67
25933	-3.67
25936	-3.67
25939	-3.48
25942	-5.91
25945	-7.04
25948	-7.78
25951	-7.78
25954	-8.05
25957	-8.47
25960	-5.22
25963	-5.22
25966	-5.22
25969	-5.22
25972	-3.75
25975	-6.20
25978	-4.44
25981	-4.44
25984	-6.52
25987	-7.42
25990	-7.05
25993	-9.49
25996	-9.02
25999	-5.72
26002	-5.72
26005	-6.18
26008	-6.18
26011	-8.35
26014	-6.84
26017	-5.32
26020	-5.32
26023	-5.25
26026	-7.41
26029	-7.35
26032	-4.65
26035	-4.46
26038	-4.46
26041	-4.52
26044	-3.50
26047	-3.50
26050	-3.50
26053	-3.50
26056	-2.83
26059	-0.00
26062	-0.00
26065	-1.03
26068	-2.62
26071	-2.62
26074	-2.62
26077	-2.62
26080	-2.50
26083	-2.90
26086	-3.91
26089	-3.91
26092	-3.91
26095	-3.91
26098	-4.80
26101	-6.41
26104	-6.41
26107	-6.88
26110	-7.18
26113	-7.18
26116	-7.28
26119	-7.28
26122	-7.09
26125	-4.51
26128	-5.05
26131	-5.60
26134	-5.85
26137	-5.85
26140	-5.39
26143	-5.87
26146	-7.25
26149	-9.65
26152	-7.26
26155	-7.26
26158	-7.26
26161	-8.84
26164	-7.77
26167	-7.60
26170	-7.79
26173	-7.60
26176	-7.60
26179	-8.68
26182	-8.68
26185	-7.91
26188	-7.84
26191	-6.70
26194	-3.64
26197	-3.04
26200	-4.71
26203	-1.64
26206	-1.19
26209	-0.67
26212	-1.65
26215	-1.65
26218	-1.65
26221	-1.65
26224	-0.52
26227	-2.18
26230	-3.29
26233	-6.93
26236	-7.39
26239	-7.39
26242	-8.11
26245	-5.52
26248	-5.52
26251	-4.16
26254	-4.16
26257	-6.26
26260	-5.83
26263	-5.83
26266	-5.83
26269	-5.66
26272	-3.40
26275	-3.01
26278	-2.18
26281	-5.70
26284	-3.99
26287	-3.99
26290	-8.46
26293	-8.81
26296	-8.81
26299	-8.81
26302	-10.39
26305	-9.92
26308	-9.13
26311	-8.18
26314	-8.41
26317	-8.41
26320	-8.41
26323	-8.18
26326	-8.61
26329	-8.61
26332	-6.46
26335	-5.14
26338	-2.07
26341	-0.91
26344	-0.56
26347	-0.56
26350	-0.56
26353	-1.28
26356	-1.28
26359	-3.61
26362	-3.61
26365	-5.21
26368	-7.92
26371	-11.46
26374	-11.46
26377	-11.46
26380	-11.46
26383	-8.60
26386	-8.31
26389	-5.46
26392	-5.22
26395	-5.22
26398	-9.20
26401	-6.08
26404	-6.08
26407	-6.08
26410	-6.08
26413	-6.56
26416	-6.13
26419	-4.07
26422	-6.36
26425	-6.36
26428	-7.35
26431	-8.54
26434	-8.54
26437	-3.91
26440	-2.96
26443	-2.30
26446	-2.96
26449	-5.83
26452	-5.83
26455	-5.83
26458	-5.59
26461	-5.45
26464	-5.45
26467	-4.80
26470	-4.80
26473	-3.58
26476	-3.65
26479	-4.76
26482	-4.76
26485	-3.65
26488	-3.65
26491	-3.65
26494	-9.56
26497	-3.29
26500	-3.29
26503	-4.21
26506	-4.21
26509	-2.59
26512	-1.93
26515	-0.98
26518	-0.98
26521	-1.76
26524	-3.12
26527	-3.12
26530	-3.12
26533	-3.55
26536	-6.32
26539	-6.32
26542	-6.77
26545	-6.72
26548	-8.07
26551	-8.07
26554	-8.07
26557	-8.46
26560	-8.07
26563	-8.08
26566	-8.08
26569	-8.08
26572	-8.08
26575	-8.08
26578	-9.07
26581	-9.10
26584	-7.04
26587	-7.04
26590	-7.04
26593	-6.85
26596	-4.64
26599	-4.64
26602	-7.02
26605	-7.02
26608	-7.02
26611	-7.49
26614	-5.10
26617	-5.78
26620	-4.95
26623	-5.59
26626	-5.59
26629	-5.59
26632	-6.20
26635	-6.20
26638	-6.20
26641	-5.82
26644	-5.82
26647	-5.76
26650	-5.97
26653	-5.37
26656	-4.51
26659	-2.89
26662	-2.25
26665	-2.93
26668	-5.32
26671	-5.32
26674	-5.32
26677	-5.32
26680	-2.93
26683	-2.93
26686	-2.88
26689	-1.76
26692	-2.54
26695	-2.64
26698	-4.47
26701	-5.93
26704	-5.63
26707	-3.12
26710	-7.30
26713	-7.58
26716	-7.58
26719	-4.75
26722	-5.83
26725	-5.51
26728	-3.08
26731	-5.63
26734	-5.56
26737	-2.91
26740	-2.68
26743	-0.98
26746	-0.98
26749	-0.98
26752	-0.98
26755	-1.52
26758	-1.52
26761	-1.52
26764	-1.52
26767	-1.52
26770	-0.98
26773	-0.61
26776	-0.61
26779	-0.61
26782	-0.61
26785	-0.61
26788	-0.61
26791	-0.00
26794	-3.04
26797	-3.04
26800	-3.13
26803	-3.13
26806	-3.13
26809	-3.13
26812	-3.13
26815	-3.13
26818	-3.13
26821	-3.04
26824	-3.35
26827	-3.16
26830	-0.31
26833	-0.61
26836	-0.61
26839	-0.61
26842	-2.27
26845	-3.14
26848	-3.14
26851	-3.14
26854	-4.25
26857	-4.25
26860	-5.05
26863	-8.93
26866	-10.48
26869	-10.85
26872	-8.80
26875	-8.80
26878	-8.80
26881	-6.38
26884	-7.25
26887	-8.20
26890	-8.20
26893	-8.20
26896	-8.20
26899	-6.30
26902	-6.26
26905	-7.54
26908	-1.91
26911	-1.77
26914	-1.77
26917	-1.77
26920	-1.77
26923	-1.77
26926	-1.77
26929	-1.77
26932	-1.87
26935	-0.17
26938	-0.17
26941	-0.17
26944	-0.17
26947	-0.17
26950	-0.17
26953	-0.17
26956	-0.17
26959	-0.10
26962	-0.05
26965	-0.45
26968	-1.13
26971	-4.85
26974	-4.85
26977	-4.85
26980	-4.85
26983	-4.85
26986	-4.85
26989	-5.26
26992	-5.26
26995	-5.26
26998	-3.83
27001	-3.83
27004	-1.33
27007	-1.33
27010	-1.33
27013	-1.33
27016	-0.73
27019	-1.43
27022	-1.43
27025	-1.43
27028	-0.00
27031	-0.00
27034	-0.34
27037	-1.23
27040	-1.40
27043	-1.73
27046	-1.73
27049	-7.75
27052	-6.03
27055	-2.21
27058	-4.02
27061	-3.83
27064	-3.19
27067	-2.83
27070	-4.69
27073	-5.56
27076	-5.56
27079	-5.56
27082	-7.17
27085	-7.36
27088	-7.56
27091	-7.56
27094	-7.56
27097	-7.87
27100	-7.60
27103	-7.60
27106	-7.60
27109	-7.60
27112	-6.52
27115	-4.51
27118	-4.51
27121	-4.56
27124	-6.46
27127	-7.00
27130	-7.67
27133	-7.67
27136	-7.67
27139	-8.52
27142	-8.58
27145	-8.92
27148	-8.92
27151	-8.92
27154	-7.23
27157	-7.36
27160	-7.36
27163	-7.36
27166	-7.36
27169	-7.35
27172	-7.30
27175	-7.20
27178	-7.20
27181	-2.41
27184	-2.41
27187	-2.41
27190	-2.67
27193	-1.27
27196	-6.96
27199	-6.96
27202	-6.96
27205	-6.96
27208	-8.87
27211	-8.87
27214	-8.87
27217	-9.66
27220	-9.66
27223	-8.64
27226	-8.93
27229	-9.30
27232	-9.30
27235	-6.19
27238	-4.62
27241	-5.12
27244	-2.61
27247	-2.23
27250	-2.48
27253	-2.86
27256	-2.86
27259	-2.86
27262	-3.37
27265	-3.37
27268	-3.37
27271	-3.37
27274	-4.11
27277	-4.34
27280	-5.99
27283	-5.99
27286	-7.58
27289	-7.94
27292	-6.10
27295	-6.10
27298	-6.10
27301	-1.73
27304	-1.77
27307	-1.77
27310	-5.99
27313	-5.91
27316	-7.06
27319	-7.38
27322	-7.80
27325	-8.12
27328	-8.12
27331	-6.22
27334	-5.67
27337	-7.83
27340	-10.47
27343	-9.46
27346	-9.46
27349	-10.71
27352	-8.56
27355	-8.53
27358	-5.05
27361	-5.05
27364	-5.05
27367	-6.04
27370	-6.23
27373	-7.92
27376	-7.92
27379	-7.61
27382	-8.22
27385	-8.98
27388	-8.22
27391	-8.22
27394	-9.08
27397	-6.65
27400	-6.65
27403	-7.55
27406	-5.75
27409	-7.22
27412	-6.44
27415	-6.44
27418	-8.35
27421	-10.79
27424	-10.79
27427	-10.79
27430	-10.79
27433	-10.84
27436	-7.95
27439	-8.36
27442	-9.06
27445	-8.67
27448	-9.15
27451	-8.54
27454	-9.03
27457	-11.08
27460	-13.30
27463	-13.30
27466	-16.19
27469	-16.17
27472	-16.17
27475	-16.08
27478	-12.30
27481	-12.81
27484	-8.96
27487	-8.83
27490	-7.18
27493	-6.94
27496	-6.94
27499	-6.94
27502	-8.29
27505	-5.37
27508	-6.29
27511	-6.01
27514	-4.88
27517	-8.48
27520	-7.98
27523	-4.47
27526	-8.66
27529	-10.26
27532	-10.94
27535	-10.94
27538	-10.94
27541	-10.94
27544	-9.85
27547	-12.26
27550	-6.40
27553	-2.97
27556	-2.77
27559	-2.27
27562	-2.27
27565	-7.63
27568	-7.41
27571	-7.41
27574	-6.75
27577	-8.57
27580	-7.64
27583	-7.64
27586	-7.64
27589	-7.85
27592	-4.65
27595	-4.33
27598	-4.33
27601	-4.33
27604	-4.01
27607	-6.61
27610	-6.43
27613	-7.13
27616	-7.13
27619	-7.13
27622	-7.13
27625	-13.05
27628	-8.66
27631	-6.00
27634	-6.00
27637	-6.00
27640	-6.00
27643	-6.00
27646	-5.21
27649	-2.37
27652	-1.15
27655	-1.74
27658	-1.82
27661	-1.82
27664	-1.30
27667	-1.30
27670	-1.30
27673	-1.73
27676	-1.73
27679	-1.73
27682	-1.73
27685	-1.73
27688	-1.73
27691	-1.98
27694	-3.84
27697	-3.84
27700	-3.84
27703	-7.33
27706	-3.84
27709	-7.75
27712	-7.22
27715	-9.88
27718	-9.88
27721	-9.88
27724	-9.56
27727	-8.38
27730	-8.28
27733	-8.28
27736	-8.28
27739	-8.28
27742	-8.28
27745	-6.40
27748	-6.40
27751	-6.40
27754	-6.40
27757	-5.14
27760	-7.49
27763	-2.48
27766	-2.48
27769	-4.96
27772	-2.43
27775	-2.81
27778	-2.81
27781	-6.67
27784	-7.15
27787	-7.15
27790	-7.15
27793	-7.09
27796	-5.58
27799	-3.63
27802	-2.07
27805	-2.42
27808	-0.71
27811	-0.48
27814	-0.48
27817	-1.76
27820	-3.96
27823	-5.25
27826	-7.78
27829	-7.78
27832	-7.78
27835	-7.78
27838	-8.03
27841	-8.27
27844	-8.08
27847	-7.42
27850	-7.45
27853	-6.70
27856	-7.72
27859	-5.56
27862	-4.97
27865	-3.43
27868	-3.68
27871	-4.73
27874	-6.40
27877	-6.40
27880	-9.18
27883	-9.18
27886	-9.49
27889	-9.91
27892	-10.00
27895	-9.21
27898	-9.21
27901	-9.21
27904	-10.22
27907	-9.90
27910	-10.97
27913	-10.97
27916	-11.04
27919	-10.90
27922	-9.40
27925	-10.34
27928	-7.33
27931	-8.87
27934	-10.00
27937	-10.00
27940	-8.11
27943	-8.11
27946	-8.35
27949	-8.70
27952	-8.81
27955	-8.50
27958	-11.42
27961	-10.59
27964	-10.27
27967	-8.58
27970	-8.51
27973	-7.79
27976	-7.79
27979	-7.79
27982	-7.78
27985	-4.50
27988	-4.08
27991	-3.51
27994	-4.34
27997	-6.50
28000	-8.86
28003	-9.24
28006	-8.21
28009	-8.21
28012	-6.91
28015	-6.16
28018	-6.16
28021	-6.10
28024	-4.56
28027	-7.87
28030	-5.81
28033	-6.51
28036	-6.47
28039	-4.35
28042	-5.42
28045	-6.94
28048	-6.26
28051	-11.91
28054	-7.23
28057	-8.33
28060	-7.58
28063	-6.10
28066	-5.18
28069	-5.18
28072	-5.04
28075	-3.48
28078	-4.61
28081	-4.61
28084	-3.58
28087	-6.89
28090	-5.78
28093	-4.14
28096	-5.37
28099	-4.82
28102	-7.78
28105	-7.78
28108	-7.78
28111	-7.48
28114	-8.30
28117	-9.50
28120	-8.62
28123	-8.62
28126	-9.10
28129	-9.23
28132	-8.28
28135	-6.24
28138	-7.16
28141	-9.40
28144	-12.74
28147	-8.95
28150	-8.95
28153	-8.74
28156	-8.63
28159	-7.63
28162	-1.92
28165	-1.96
28168	-4.99
28171	-4.99
28174	-4.99
28177	-3.86
28180	-3.86
28183	-3.86
28186	-3.86
28189	-3.86
28192	-3.86
28195	-3.86
28198	-3.54
28201	-0.09
28204	-1.36
28207	-1.60
28210	-5.95
28213	-5.95
28216	-6.45
28219	-6.45
28222	-6.45
28225	-6.45
28228	-6.45
28231	-7.27
28234	-7.84
28237	-7.84
28240	-8.74
28243	-8.05
28246	-8.05
28249	-9.12
28252	-8.87
28255	-8.87
28258	-7.85
28261	-8.64
28264	-8.64
28267	-9.89
28270	-9.89
28273	-9.88
28276	-5.69
28279	-5.54
28282	-6.33
28285	-5.65
28288	-7.30
28291	-7.06
28294	-7.32
28297	-10.72
28300	-9.09
28303	-7.39
28306	-7.39
28309	-7.39
28312	-7.39
28315	-4.69
28318	-10.86
28321	-10.97
28324	-10.90
28327	-10.10
28330	-7.02
28333	-7.02
28336	-10.25
28339	-9.63
28342	-8.24
28345	-7.92
28348	-8.89
28351	-9.64
28354	-9.64
28357	-8.89
28360	-8.92
28363	-14.48
28366	-14.48
28369	-14.37
28372	-10.91
28375	-9.97
28378	-12.20
28381	-10.34
28384	-7.90
28387	-10.94
28390	-7.82
28393	-7.82
28396	-8.18
28399	-6.04
28402	-7.58
28405	-7.90
28408	-9.13
28411	-9.13
28414	-9.13
28417	-8.27
28420	-9.57
28423	-9.57
28426	-9.57
28429	-8.77
28432	-7.30
28435	-7.28
28438	-11.41
28441	-11.41
28444	-9.12
28447	-8.82
28450	-8.82
28453	-8.82
28456	-9.49
28459	-9.49
28462	-9.64
28465	-5.48
28468	-5.48
28471	-5.56
28474	-5.56
28477	-6.92
28480	-10.05
28483	-10.59
28486	-10.17
28489	-11.85
28492	-13.92
28495	-11.85
28498	-10.57
28501	-10.57
28504	-11.24
28507	-9.20
28510	-9.20
28513	-10.61
28516	-10.61
28519	-11.16
28522	-11.76
28525	-10.93
28528	-10.93
28531	-10.09
28534	-10.09
28537	-10.09
28540	-9.82
28543	-3.34
28546	-8.13
28549	-7.62
28552	-3.82
28555	-3.74
28558	-4.60
28561	-4.60
28564	-4.60
28567	-3.55
28570	-4.21
28573	-5.28
28576	-6.03
28579	-6.96
28582	-6.96
28585	-6.96
28588	-8.23
28591	-9.66
28594	-7.94
28597	-10.31
28600	-10.34
28603	-9.51
28606	-7.72
28609	-7.72
28612	-5.22
28615	-5.22
28618	-10.44
28621	-4.26
28624	-6.99
28627	-4.26
28630	-4.47
28633	-3.48
28636	-2.95
28639	-3.46
28642	-4.14
28645	-7.10
28648	-7.10
28651	-7.10
28654	-7.10
28657	-6.69
28660	-6.69
28663	-7.28
28666	-3.92
28669	-3.92
28672	-3.70
28675	-3.70
28678	-4.21
28681	-3.53
28684	-4.41
28687	-5.87
28690	-5.87
28693	-5.87
28696	-2.17
28699	-2.34
28702	-2.85
28705	-3.60
28708	-3.02
28711	-3.02
28714	-3.51
28717	-3.51
28720	-6.77
28723	-7.14
28726	-7.14
28729	-7.14
28732	-6.43
28735	-3.70
28738	-3.56
28741	-3.25
28744	-3.24
28747	-2.34
28750	-5.69
28753	-4.51
28756	-4.01
28759	-7.41
28762	-5.36
28765	-5.90
28768	-4.21
28771	-3.75
28774	-3.43
28777	-4.03
28780	-4.53
28783	-4.53
28786	-4.53
28789	-3.41
28792	-3.95
28795	-4.88
28798	-6.51
28801	-7.68
28804	-3.30
28807	-5.52
28810	-5.22
28813	-7.51
28816	-7.51
28819	-7.51
28822	-7.25
28825	-7.82
28828	-10.04
28831	-7.96
28834	-8.83
28837	-10.30
28840	-7.02
28843	-5.86
28846	-3.71
28849	-3.71
28852	-3.71
28855	-4.29
28858	-2.46
28861	-2.46
28864	-2.54
28867	-9.32
28870	-9.67
28873	-5.87
28876	-4.58
28879	-4.85
28882	-4.85
28885	-6.40
28888	-4.85
28891	-4.85
28894	-7.01
28897	-7.55
28900	-7.23
28903	-8.66
28906	-8.54
28909	-7.04
28912	-7.92
28915	-7.99
28918	-6.41
28921	-8.34
28924	-8.34
28927	-8.34
28930	-8.69
28933	-10.50
28936	-10.50
28939	-11.70
28942	-10.50
28945	-11.70
28948	-12.85
28951	-8.79
28954	-10.33
28957	-10.65
28960	-10.65
28963	-11.48
28966	-11.48
28969	-11.48
28972	-11.48
28975	-11.48
28978	-10.46
28981	-10.19
28984	-6.71
28987	-6.17
28990	-6.63
28993	-5.45
28996	-5.58
28999	-8.55
29002	-8.74
29005	-8.55
29008	-9.81
29011	-10.23
29014	-10.23
29017	-10.23
29020	-10.83
29023	-10.51
29026	-10.51
29029	-9.56
29032	-9.56
29035	-9.51
29038	-7.72
29041	-7.71
29044	-6.09
29047	-5.18
29050	-3.40
29053	-2.36
29056	-2.27
29059	-2.27
29062	-2.27
29065	-2.27
29068	-1.11
29071	-1.11
29074	-3.03
29077	-6.98
29080	-7.17
29083	-9.18
29086	-10.06
29089	-10.06
29092	-10.06
29095	-10.06
29098	-9.27
29101	-8.53
29104	-8.53
29107	-10.10
29110	-10.42
29113	-9.13
29116	-5.06
29119	-6.12
29122	-7.60
29125	-7.60
29128	-7.83
29131	-4.89
29134	-2.47
29137	-6.11
29140	-6.11
29143	-5.34
29146	-5.65
29149	-5.50
29152	-7.05
29155	-7.98
29158	-7.98
29161	-10.55
29164	-10.36
29167	-9.35
29170	-8.95
29173	-12.74
29176	-12.74
29179	-12.74
29182	-11.22
29185	-9.79
29188	-10.11
29191	-10.68
29194	-8.64
29197	-9.02
29200	-9.60
29203	-6.30
29206	-6.30
29209	-8.74
29212	-5.23
29215	-4.35
29218	-4.43
29221	-4.33
29224	-4.34
29227	-4.81
29230	-9.27
29233	-9.27
29236	-9.27
29239	-9.27
29242	-9.27
29245	-8.19
29248	-6.78
29251	-6.78
29254	-6.78
29257	-6.64
29260	-6.59
29263	-6.59
29266	-6.59
29269	-2.71
29272	-4.28
29275	-5.70
29278	-3.17
29281	-3.17
29284	-3.17
29287	-3.17
29290	-3.17
29293	-3.17
29296	-3.69
29299	-3.69
29302	-4.62
29305	-6.96
29308	-7.85
29311	-6.68
29314	-6.10
29317	-6.10
29320	-6.10
29323	-6.10
29326	-6.10
29329	-6.10
29332	-6.78
29335	-8.28
29338	-8.27
29341	-5.83
29344	-4.55
29347	-4.55
29350	-6.25
29353	-2.70
29356	-5.78
29359	-6.65
29362	-2.76
29365	-2.76
29368	-2.76
29371	-2.20
29374	-1.78
29377	-7.18
29380	-7.60
29383	-7.60
29386	-7.60
29389	-7.60
29392	-7.60
29395	-8.63
29398	-10.34
29401	-10.34
29404	-8.28
29407	-8.28
29410	-9.02
29413	-9.02
29416	-9.30
29419	-9.23
29422	-7.27
29425	-8.61
29428	-10.80
29431	-7.60
29434	-7.60
29437	-7.60
29440	-12.29
29443	-6.76
29446	-6.76
29449	-6.76
29452	-6.69
29455	-5.83
29458	-5.23
29461	-4.96
29464	-4.76
29467	-5.66
29470	-5.66
29473	-5.66
29476	-5.66
29479	-4.53
29482	-4.53
29485	-5.98
29488	-5.46
29491	-5.46
29494	-5.46
29497	-5.46
29500	-1.42
29503	-1.42
29506	-5.82
29509	-5.82
29512	-4.89
29515	-0.11
29518	-0.11
29521	-0.82
29524	-1.43
29527	-1.43
29530	-1.43
29533	-8.37
29536	-8.83
29539	-8.83
29542	-8.83
29545	-8.83
29548	-9.54
29551	-9.76
29554	-9.54
29557	-9.54
29560	-9.54
29563	-9.47
29566	-8.59
29569	-8.59
29572	-2.93
29575	-2.53
29578	-2.46
29581	-6.48
29584	-6.48
29587	-6.48
29590	-6.48
29593	-6.48
29596	-3.04
29599	-2.20
29602	-0.87
29605	-0.87
29608	-0.87
29611	-0.87
29614	-0.87
29617	-0.87
29620	-0.87
29623	-1.02
29626	-2.21
29629	-2.21
29632	-3.57
29635	-2.50
29638	-2.50
29641	-2.50
29644	-2.50
29647	-2.45
29650	-2.93
29653	-5.55
29656	-5.99
29659	-5.99
29662	-5.99
29665	-7.31
29668	-6.57
29671	-5.99
29674	-8.44
29677	-7.57
29680	-9.80
29683	-6.01
29686	-6.61
29689	-6.80
29692	-6.80
29695	-6.01
29698	-6.01
29701	-6.03
29704	-4.99
29707	-5.70
29710	-6.24
29713	-7.03
29716	-10.73
29719	-10.73
29722	-10.73
29725	-10.73
29728	-10.73
29731	-10.73
29734	-10.55
29737	-8.33
29740	-9.74
29743	-9.04
29746	-7.83
29749	-7.83
29752	-7.83
29755	-7.83
29758	-5.70
29761	-5.70
29764	-4.71
29767	-4.31
29770	-7.81
29773	-8.70
29776	-8.70
29779	-10.26
29782	-10.26
29785	-10.26
29788	-8.00
29791	-8.00
29794	-4.03
29797	-2.56
29800	-1.27
29803	-1.53
29806	-1.02
29809	-1.02
29812	-0.77
29815	-1.70
29818	-1.70
29821	-2.12
29824	-1.01
29827	-3.11
29830	-5.02
29833	-5.56
29836	-5.56
